,TOKEN,COMCODE,PDATE,HOURS,MINUTES,MODE,PDTIME,MCIP,DEL
904,23,002,2024-04-26,6,3,0,2024-04-26 06:03:00,CJOU214760232,False
905,23,002,2024-04-26,14,6,1,2024-04-26 14:06:00,CJOU214760220,False
906,23,002,2024-04-27,6,7,0,2024-04-27 06:07:00,CJOU214760232,False
907,23,002,2024-04-27,14,35,1,2024-04-27 14:35:00,CJOU214760220,False
908,23,002,2024-04-29,7,49,0,2024-04-29 07:49:00,CJOU214760232,False
909,23,002,2024-04-29,17,7,1,2024-04-29 17:07:00,CJOU214760220,False
910,23,002,2024-04-30,6,2,0,2024-04-30 06:02:00,CJOU214760232,False
911,23,002,2024-04-30,13,43,1,2024-04-30 13:43:00,CJOU214760220,False
915,24,002,2024-04-01,5,56,0,2024-04-01 05:56:00,CJOU214760232,False
916,24,002,2024-04-01,14,10,1,2024-04-01 14:10:00,CJOU214760220,False
917,24,002,2024-04-02,14,1,0,2024-04-02 14:01:00,CJOU214760232,False
918,24,002,2024-04-03,6,8,1,2024-04-03 06:08:00,CJOU214760220,False
919,24,002,2024-04-03,14,0,0,2024-04-03 14:00:00,CJOU214760232,False
920,24,002,2024-04-04,6,1,0,2024-04-04 06:01:00,CJOU214760232,False
922,24,002,2024-04-04,14,9,1,2024-04-04 14:09:00,CJOU214760220,False
923,24,002,2024-04-05,14,1,0,2024-04-05 14:01:00,CJOU214760232,False
924,24,002,2024-04-06,5,57,1,2024-04-06 05:57:00,CJOU214760220,False
926,24,002,2024-04-06,14,12,1,2024-04-06 14:12:00,CJOU214760220,False
927,24,002,2024-04-07,13,38,0,2024-04-07 13:38:00,CJOU214760232,False
928,24,002,2024-04-08,6,13,1,2024-04-08 06:13:00,CJOU214760220,False
930,24,002,2024-04-08,13,54,1,2024-04-08 13:54:00,CJOU214760220,False
931,24,002,2024-04-09,13,56,0,2024-04-09 13:56:00,CJOU214760232,False
932,24,002,2024-04-10,5,57,1,2024-04-10 05:57:00,CJOU214760220,False
933,24,002,2024-04-10,5,58,0,2024-04-10 05:58:00,CJOU214760232,False
934,24,002,2024-04-10,14,10,1,2024-04-10 14:10:00,CJOU214760220,False
935,24,002,2024-04-11,13,59,0,2024-04-11 13:59:00,CJOU214760232,False
936,24,002,2024-04-12,6,0,1,2024-04-12 06:00:00,CJOU214760220,False
938,24,002,2024-04-12,14,7,1,2024-04-12 14:07:00,CJOU214760220,False
939,24,002,2024-04-13,14,2,0,2024-04-13 14:02:00,CJOU214760232,False
940,24,002,2024-04-14,6,6,1,2024-04-14 06:06:00,CJOU214760220,False
942,24,002,2024-04-14,22,6,1,2024-04-14 22:06:00,CJOU214760220,False
943,24,002,2024-04-15,14,1,0,2024-04-15 14:01:00,CJOU214760232,False
944,24,002,2024-04-16,5,52,1,2024-04-16 05:52:00,CJOU214760220,False
946,24,002,2024-04-16,18,53,1,2024-04-16 18:53:00,CJOU214760220,False
947,24,002,2024-04-17,6,4,0,2024-04-17 06:04:00,CJOU214760232,False
948,24,002,2024-04-17,14,9,1,2024-04-17 14:09:00,CJOU214760220,False
949,24,002,2024-04-18,9,5,0,2024-04-18 09:05:00,CJOU214760232,False
950,24,002,2024-04-18,17,44,1,2024-04-18 17:44:00,CJOU214760220,False
951,24,002,2024-04-19,6,2,0,2024-04-19 06:02:00,CJOU214760232,False
952,24,002,2024-04-19,14,4,1,2024-04-19 14:04:00,CJOU214760220,False
953,24,002,2024-04-20,22,1,0,2024-04-20 22:01:00,CJOU214760232,False
954,24,002,2024-04-21,6,9,1,2024-04-21 06:09:00,CJOU214760220,False
956,24,002,2024-04-21,14,13,1,2024-04-21 14:13:00,CJOU214760220,False
957,24,002,2024-04-22,14,3,0,2024-04-22 14:03:00,CJOU214760232,False
958,24,002,2024-04-23,6,11,1,2024-04-23 06:11:00,CJOU214760220,False
960,24,002,2024-04-23,14,7,1,2024-04-23 14:07:00,CJOU214760220,False
961,24,002,2024-04-24,14,2,0,2024-04-24 14:02:00,CJOU214760232,False
962,24,002,2024-04-25,5,56,1,2024-04-25 05:56:00,CJOU214760220,False
964,24,002,2024-04-25,14,4,1,2024-04-25 14:04:00,CJOU214760220,False
965,24,002,2024-04-26,14,0,0,2024-04-26 14:00:00,CJOU214760232,False
966,24,002,2024-04-27,6,0,1,2024-04-27 06:00:00,CJOU214760220,False
968,24,002,2024-04-27,14,6,1,2024-04-27 14:06:00,CJOU214760220,False
969,24,002,2024-04-28,13,58,0,2024-04-28 13:58:00,CJOU214760232,False
970,24,002,2024-04-29,5,59,1,2024-04-29 05:59:00,CJOU214760220,False
972,24,002,2024-04-29,14,9,1,2024-04-29 14:09:00,CJOU214760220,False
973,24,002,2024-04-30,14,4,0,2024-04-30 14:04:00,CJOU214760232,False
978,25,002,2024-04-01,13,49,0,2024-04-01 13:49:00,CJOU214760232,False
979,25,002,2024-04-01,22,7,1,2024-04-01 22:07:00,CJOU214760220,False
980,25,002,2024-04-02,13,43,0,2024-04-02 13:43:00,CJOU214760232,False
981,25,002,2024-04-02,22,10,1,2024-04-02 22:10:00,CJOU214760220,False
982,25,002,2024-04-03,21,27,0,2024-04-03 21:27:00,CJOU214760232,False
983,25,002,2024-04-04,6,15,1,2024-04-04 06:15:00,CJOU214760220,False
984,25,002,2024-04-04,21,32,0,2024-04-04 21:32:00,CJOU214760232,False
985,25,002,2024-04-05,6,2,1,2024-04-05 06:02:00,CJOU214760220,False
987,25,002,2024-04-05,14,9,1,2024-04-05 14:09:00,CJOU214760220,False
988,25,002,2024-04-06,5,54,0,2024-04-06 05:54:00,CJOU214760232,False
989,25,002,2024-04-06,14,9,1,2024-04-06 14:09:00,CJOU214760220,False
990,25,002,2024-04-07,13,35,0,2024-04-07 13:35:00,CJOU214760232,False
991,25,002,2024-04-07,22,9,1,2024-04-07 22:09:00,CJOU214760220,False
992,25,002,2024-04-08,13,40,0,2024-04-08 13:40:00,CJOU214760232,False
993,25,002,2024-04-09,6,8,1,2024-04-09 06:08:00,CJOU214760220,False
995,25,002,2024-04-09,22,7,1,2024-04-09 22:07:00,CJOU214760220,False
996,25,002,2024-04-10,13,53,0,2024-04-10 13:53:00,CJOU214760232,False
997,25,002,2024-04-11,6,0,1,2024-04-11 06:00:00,CJOU214760220,False
999,25,002,2024-04-11,14,5,1,2024-04-11 14:05:00,CJOU214760220,False
1000,25,002,2024-04-12,13,58,0,2024-04-12 13:58:00,CJOU214760232,False
1001,25,002,2024-04-13,6,2,1,2024-04-13 06:02:00,CJOU214760220,False
1003,25,002,2024-04-13,14,12,1,2024-04-13 14:12:00,CJOU214760220,False
1004,25,002,2024-04-14,21,51,0,2024-04-14 21:51:00,CJOU214760232,False
1005,25,002,2024-04-15,6,2,1,2024-04-15 06:02:00,CJOU214760220,False
1007,25,002,2024-04-15,14,9,1,2024-04-15 14:09:00,CJOU214760220,False
1008,25,002,2024-04-16,13,42,0,2024-04-16 13:42:00,CJOU214760232,False
1009,25,002,2024-04-16,21,43,1,2024-04-16 21:43:00,CJOU214760220,False
1010,25,002,2024-04-17,6,14,0,2024-04-17 06:14:00,CJOU214760232,False
1011,25,002,2024-04-18,6,3,1,2024-04-18 06:03:00,CJOU214760220,False
1013,25,002,2024-04-18,22,3,1,2024-04-18 22:03:00,CJOU214760220,False
1014,25,002,2024-04-19,5,57,0,2024-04-19 05:57:00,CJOU214760232,False
1015,25,002,2024-04-20,5,49,1,2024-04-20 05:49:00,CJOU214760220,False
1017,25,002,2024-04-20,22,6,1,2024-04-20 22:06:00,CJOU214760220,False
1018,25,002,2024-04-21,13,39,0,2024-04-21 13:39:00,CJOU214760232,False
1019,25,002,2024-04-21,22,8,1,2024-04-21 22:08:00,CJOU214760220,False
1020,25,002,2024-04-22,13,51,0,2024-04-22 13:51:00,CJOU214760232,False
1021,25,002,2024-04-22,22,5,1,2024-04-22 22:05:00,CJOU214760220,False
1022,25,002,2024-04-23,13,49,0,2024-04-23 13:49:00,CJOU214760232,False
1023,25,002,2024-04-23,22,4,1,2024-04-23 22:04:00,CJOU214760220,False
1024,25,002,2024-04-24,21,50,0,2024-04-24 21:50:00,CJOU214760232,False
1025,25,002,2024-04-25,6,7,1,2024-04-25 06:07:00,CJOU214760220,False
1026,25,002,2024-04-25,21,41,0,2024-04-25 21:41:00,CJOU214760232,False
1027,25,002,2024-04-26,5,55,1,2024-04-26 05:55:00,CJOU214760220,False
1029,25,002,2024-04-26,14,13,1,2024-04-26 14:13:00,CJOU214760220,False
1030,25,002,2024-04-27,5,54,0,2024-04-27 05:54:00,CJOU214760232,False
1031,25,002,2024-04-27,14,9,1,2024-04-27 14:09:00,CJOU214760220,False
1035,26,002,2024-04-01,9,2,0,2024-04-01 09:02:00,CJOU214760232,False
1036,26,002,2024-04-01,17,50,1,2024-04-01 17:50:00,CJOU214760220,False
1037,26,002,2024-04-02,9,5,0,2024-04-02 09:05:00,CJOU214760232,False
1038,26,002,2024-04-02,17,56,1,2024-04-02 17:56:00,CJOU214760220,False
1039,26,002,2024-04-03,9,3,0,2024-04-03 09:03:00,CJOU214760232,False
1040,26,002,2024-04-03,17,49,1,2024-04-03 17:49:00,CJOU214760220,False
1041,26,002,2024-04-04,9,4,0,2024-04-04 09:04:00,CJOU214760232,False
1042,26,002,2024-04-04,17,51,1,2024-04-04 17:51:00,CJOU214760220,False
1043,26,002,2024-04-05,9,2,0,2024-04-05 09:02:00,CJOU214760232,False
1044,26,002,2024-04-05,17,50,1,2024-04-05 17:50:00,CJOU214760220,False
1045,26,002,2024-04-06,9,4,0,2024-04-06 09:04:00,CJOU214760232,False
1046,26,002,2024-04-06,17,53,1,2024-04-06 17:53:00,CJOU214760220,False
1047,26,002,2024-04-08,9,3,0,2024-04-08 09:03:00,CJOU214760232,False
1048,26,002,2024-04-08,18,4,1,2024-04-08 18:04:00,CJOU214760220,False
1049,26,002,2024-04-11,9,4,0,2024-04-11 09:04:00,CJOU214760232,False
1050,26,002,2024-04-11,17,50,1,2024-04-11 17:50:00,CJOU214760220,False
1051,26,002,2024-04-12,9,1,0,2024-04-12 09:01:00,CJOU214760232,False
1052,26,002,2024-04-12,17,50,1,2024-04-12 17:50:00,CJOU214760220,False
1053,26,002,2024-04-13,9,4,0,2024-04-13 09:04:00,CJOU214760232,False
1054,26,002,2024-04-13,17,49,1,2024-04-13 17:49:00,CJOU214760220,False
1055,26,002,2024-04-15,9,6,0,2024-04-15 09:06:00,CJOU214760232,False
1056,26,002,2024-04-15,17,56,1,2024-04-15 17:56:00,CJOU214760220,False
1057,26,002,2024-04-16,9,4,0,2024-04-16 09:04:00,CJOU214760232,False
1058,26,002,2024-04-16,17,50,1,2024-04-16 17:50:00,CJOU214760220,False
1059,26,002,2024-04-17,9,4,0,2024-04-17 09:04:00,CJOU214760232,False
1060,26,002,2024-04-17,17,53,1,2024-04-17 17:53:00,CJOU214760220,False
1061,26,002,2024-04-18,9,4,0,2024-04-18 09:04:00,CJOU214760232,False
1062,26,002,2024-04-18,17,50,1,2024-04-18 17:50:00,CJOU214760220,False
1063,26,002,2024-04-19,9,3,0,2024-04-19 09:03:00,CJOU214760232,False
1064,26,002,2024-04-19,17,48,1,2024-04-19 17:48:00,CJOU214760220,False
1065,26,002,2024-04-20,9,1,0,2024-04-20 09:01:00,CJOU214760232,False
1066,26,002,2024-04-20,17,44,1,2024-04-20 17:44:00,CJOU214760220,False
1067,26,002,2024-04-22,9,1,0,2024-04-22 09:01:00,CJOU214760232,False
1068,26,002,2024-04-22,17,52,1,2024-04-22 17:52:00,CJOU214760220,False
1069,26,002,2024-04-23,9,0,0,2024-04-23 09:00:00,CJOU214760232,False
1070,26,002,2024-04-23,17,49,1,2024-04-23 17:49:00,CJOU214760220,False
1071,26,002,2024-04-24,9,1,0,2024-04-24 09:01:00,CJOU214760232,False
1072,26,002,2024-04-24,17,47,1,2024-04-24 17:47:00,CJOU214760220,False
1073,26,002,2024-04-25,9,4,0,2024-04-25 09:04:00,CJOU214760232,False
1074,26,002,2024-04-25,17,49,1,2024-04-25 17:49:00,CJOU214760220,False
1075,26,002,2024-04-26,9,2,0,2024-04-26 09:02:00,CJOU214760232,False
1076,26,002,2024-04-26,14,4,1,2024-04-26 14:04:00,CJOU214760220,False
1077,26,002,2024-04-27,9,2,0,2024-04-27 09:02:00,CJOU214760232,False
1078,26,002,2024-04-27,17,50,1,2024-04-27 17:50:00,CJOU214760220,False
1079,26,002,2024-04-29,9,0,0,2024-04-29 09:00:00,CJOU214760232,False
1080,26,002,2024-04-29,17,49,1,2024-04-29 17:49:00,CJOU214760220,False
1081,26,002,2024-04-30,9,3,0,2024-04-30 09:03:00,CJOU214760232,False
1082,26,002,2024-04-30,17,53,1,2024-04-30 17:53:00,CJOU214760220,False
1085,27,002,2024-04-03,9,5,0,2024-04-03 09:05:00,CJOU214760232,False
1086,27,002,2024-04-03,17,50,1,2024-04-03 17:50:00,CJOU214760220,False
1087,27,002,2024-04-04,9,6,0,2024-04-04 09:06:00,CJOU214760232,False
1088,27,002,2024-04-04,17,44,1,2024-04-04 17:44:00,CJOU214760220,False
1089,27,002,2024-04-05,9,4,0,2024-04-05 09:04:00,CJOU214760232,False
1090,27,002,2024-04-05,17,49,1,2024-04-05 17:49:00,CJOU214760220,False
1091,27,002,2024-04-06,9,4,0,2024-04-06 09:04:00,CJOU214760232,False
1092,27,002,2024-04-06,17,48,1,2024-04-06 17:48:00,CJOU214760220,False
1093,27,002,2024-04-08,9,5,0,2024-04-08 09:05:00,CJOU214760232,False
1094,27,002,2024-04-08,17,46,1,2024-04-08 17:46:00,CJOU214760220,False
1095,27,002,2024-04-11,9,5,0,2024-04-11 09:05:00,CJOU214760232,False
1096,27,002,2024-04-11,17,45,1,2024-04-11 17:45:00,CJOU214760220,False
1097,27,002,2024-04-12,9,2,0,2024-04-12 09:02:00,CJOU214760232,False
1098,27,002,2024-04-12,17,53,1,2024-04-12 17:53:00,CJOU214760220,False
1099,27,002,2024-04-13,9,4,0,2024-04-13 09:04:00,CJOU214760232,False
1100,27,002,2024-04-13,17,43,1,2024-04-13 17:43:00,CJOU214760220,False
1101,27,002,2024-04-15,9,7,0,2024-04-15 09:07:00,CJOU214760232,False
1102,27,002,2024-04-15,17,47,1,2024-04-15 17:47:00,CJOU214760220,False
1103,27,002,2024-04-16,9,5,0,2024-04-16 09:05:00,CJOU214760232,False
1104,27,002,2024-04-16,17,51,1,2024-04-16 17:51:00,CJOU214760220,False
1105,27,002,2024-04-17,9,3,0,2024-04-17 09:03:00,CJOU214760232,False
1106,27,002,2024-04-17,17,50,1,2024-04-17 17:50:00,CJOU214760220,False
1107,27,002,2024-04-18,9,5,0,2024-04-18 09:05:00,CJOU214760232,False
1108,27,002,2024-04-18,17,39,1,2024-04-18 17:39:00,CJOU214760220,False
1109,27,002,2024-04-19,9,4,0,2024-04-19 09:04:00,CJOU214760232,False
1110,27,002,2024-04-19,17,42,1,2024-04-19 17:42:00,CJOU214760220,False
1111,27,002,2024-04-20,9,2,0,2024-04-20 09:02:00,CJOU214760232,False
1112,27,002,2024-04-20,17,46,1,2024-04-20 17:46:00,CJOU214760220,False
1113,28,002,2024-04-04,9,55,0,2024-04-04 09:55:00,CJOU214760232,False
1114,28,002,2024-04-04,18,5,1,2024-04-04 18:05:00,CJOU214760220,False
1115,28,002,2024-04-05,9,59,0,2024-04-05 09:59:00,CJOU214760232,False
1116,28,002,2024-04-05,18,6,1,2024-04-05 18:06:00,CJOU214760220,False
1117,28,002,2024-04-06,9,52,0,2024-04-06 09:52:00,CJOU214760232,False
1118,28,002,2024-04-06,17,50,1,2024-04-06 17:50:00,CJOU214760220,False
1119,28,002,2024-04-08,9,57,0,2024-04-08 09:57:00,CJOU214760232,False
1120,28,002,2024-04-08,17,51,1,2024-04-08 17:51:00,CJOU214760220,False
1121,28,002,2024-04-10,9,51,0,2024-04-10 09:51:00,CJOU214760232,False
1122,28,002,2024-04-10,17,52,1,2024-04-10 17:52:00,CJOU214760220,False
1123,28,002,2024-04-11,9,58,0,2024-04-11 09:58:00,CJOU214760232,False
1124,28,002,2024-04-11,17,51,1,2024-04-11 17:51:00,CJOU214760220,False
1125,28,002,2024-04-12,9,57,0,2024-04-12 09:57:00,CJOU214760232,False
1126,28,002,2024-04-12,17,54,1,2024-04-12 17:54:00,CJOU214760220,False
1127,28,002,2024-04-13,9,52,0,2024-04-13 09:52:00,CJOU214760232,False
1128,28,002,2024-04-13,17,55,1,2024-04-13 17:55:00,CJOU214760220,False
1129,28,002,2024-04-15,9,54,0,2024-04-15 09:54:00,CJOU214760232,False
1130,28,002,2024-04-15,17,54,1,2024-04-15 17:54:00,CJOU214760220,False
1131,28,002,2024-04-16,9,55,0,2024-04-16 09:55:00,CJOU214760232,False
1132,28,002,2024-04-16,17,50,1,2024-04-16 17:50:00,CJOU214760220,False
1133,28,002,2024-04-17,9,54,0,2024-04-17 09:54:00,CJOU214760232,False
1134,28,002,2024-04-17,17,56,1,2024-04-17 17:56:00,CJOU214760220,False
1135,28,002,2024-04-18,10,0,0,2024-04-18 10:00:00,CJOU214760232,False
1136,28,002,2024-04-18,17,58,1,2024-04-18 17:58:00,CJOU214760220,False
1137,28,002,2024-04-19,10,4,0,2024-04-19 10:04:00,CJOU214760232,False
1138,28,002,2024-04-19,17,42,1,2024-04-19 17:42:00,CJOU214760220,False
1139,28,002,2024-04-20,10,8,0,2024-04-20 10:08:00,CJOU214760232,False
1140,28,002,2024-04-20,17,46,1,2024-04-20 17:46:00,CJOU214760220,False
1141,28,002,2024-04-22,9,53,0,2024-04-22 09:53:00,CJOU214760232,False
1142,28,002,2024-04-22,17,51,1,2024-04-22 17:51:00,CJOU214760220,False
1143,28,002,2024-04-23,9,57,0,2024-04-23 09:57:00,CJOU214760232,False
1144,28,002,2024-04-23,17,50,1,2024-04-23 17:50:00,CJOU214760220,False
1145,28,002,2024-04-24,9,52,0,2024-04-24 09:52:00,CJOU214760232,False
1146,28,002,2024-04-24,17,50,1,2024-04-24 17:50:00,CJOU214760220,False
1147,28,002,2024-04-25,10,2,0,2024-04-25 10:02:00,CJOU214760232,False
1148,28,002,2024-04-25,17,50,1,2024-04-25 17:50:00,CJOU214760220,False
1149,28,002,2024-04-27,9,58,0,2024-04-27 09:58:00,CJOU214760232,False
1150,28,002,2024-04-27,17,56,1,2024-04-27 17:56:00,CJOU214760220,False
1151,28,002,2024-04-29,9,56,0,2024-04-29 09:56:00,CJOU214760232,False
1152,28,002,2024-04-29,17,46,1,2024-04-29 17:46:00,CJOU214760220,False
1153,28,002,2024-04-30,9,56,0,2024-04-30 09:56:00,CJOU214760232,False
1154,28,002,2024-04-30,17,58,1,2024-04-30 17:58:00,CJOU214760220,False
1157,30,002,2024-04-01,22,5,0,2024-04-01 22:05:00,CJOU214760232,False
1158,30,002,2024-04-02,6,4,1,2024-04-02 06:04:00,CJOU214760220,False
1159,30,002,2024-04-02,6,6,0,2024-04-02 06:06:00,CJOU214760232,False
1160,30,002,2024-04-02,14,10,1,2024-04-02 14:10:00,CJOU214760220,False
1161,30,002,2024-04-03,17,34,0,2024-04-03 17:34:00,CJOU214760232,False
1162,30,002,2024-04-04,6,3,1,2024-04-04 06:03:00,CJOU214760220,False
1164,30,002,2024-04-04,10,5,1,2024-04-04 10:05:00,CJOU214760220,False
1165,30,002,2024-04-05,14,0,0,2024-04-05 14:00:00,CJOU214760232,False
1166,30,002,2024-04-06,6,4,0,2024-04-06 06:04:00,CJOU214760232,False
1168,30,002,2024-04-06,14,11,1,2024-04-06 14:11:00,CJOU214760220,False
1169,30,002,2024-04-07,22,1,0,2024-04-07 22:01:00,CJOU214760232,False
1170,30,002,2024-04-08,6,5,1,2024-04-08 06:05:00,CJOU214760220,False
1171,30,002,2024-04-09,13,56,0,2024-04-09 13:56:00,CJOU214760232,False
1172,30,002,2024-04-09,22,13,1,2024-04-09 22:13:00,CJOU214760220,False
1173,30,002,2024-04-11,13,59,0,2024-04-11 13:59:00,CJOU214760232,False
1174,30,002,2024-04-11,22,7,1,2024-04-11 22:07:00,CJOU214760220,False
1175,30,002,2024-04-12,14,14,0,2024-04-12 14:14:00,CJOU214760232,False
1176,30,002,2024-04-13,6,7,1,2024-04-13 06:07:00,CJOU214760220,False
1177,30,002,2024-04-13,22,31,0,2024-04-13 22:31:00,CJOU214760232,False
1178,30,002,2024-04-14,6,4,1,2024-04-14 06:04:00,CJOU214760220,False
1180,30,002,2024-04-14,13,54,1,2024-04-14 13:54:00,CJOU214760220,False
1181,30,002,2024-04-15,22,15,0,2024-04-15 22:15:00,CJOU214760232,False
1182,30,002,2024-04-16,6,7,1,2024-04-16 06:07:00,CJOU214760220,False
1184,30,002,2024-04-16,16,14,1,2024-04-16 16:14:00,CJOU214760220,False
1185,30,002,2024-04-17,13,59,0,2024-04-17 13:59:00,CJOU214760232,False
1186,30,002,2024-04-17,21,30,1,2024-04-17 21:30:00,CJOU214760220,False
1187,30,002,2024-04-18,14,1,0,2024-04-18 14:01:00,CJOU214760232,False
1188,30,002,2024-04-18,19,56,1,2024-04-18 19:56:00,CJOU214760220,False
1189,30,002,2024-04-19,14,1,0,2024-04-19 14:01:00,CJOU214760232,False
1190,30,002,2024-04-20,6,8,1,2024-04-20 06:08:00,CJOU214760220,False
1191,30,002,2024-04-20,21,47,0,2024-04-20 21:47:00,CJOU214760232,False
1192,30,002,2024-04-21,6,2,1,2024-04-21 06:02:00,CJOU214760220,False
1194,30,002,2024-04-21,13,28,1,2024-04-21 13:28:00,CJOU214760220,False
1195,30,002,2024-04-23,6,19,0,2024-04-23 06:19:00,CJOU214760232,False
1196,30,002,2024-04-23,13,58,1,2024-04-23 13:58:00,CJOU214760220,False
1197,30,002,2024-04-27,22,21,0,2024-04-27 22:21:00,CJOU214760232,False
1198,30,002,2024-04-28,5,58,1,2024-04-28 05:58:00,CJOU214760220,False
1200,30,002,2024-04-28,13,57,1,2024-04-28 13:57:00,CJOU214760220,False
1201,30,002,2024-04-29,14,5,0,2024-04-29 14:05:00,CJOU214760232,False
1202,30,002,2024-04-30,5,54,1,2024-04-30 05:54:00,CJOU214760220,False
1203,30,002,2024-04-30,5,55,0,2024-04-30 05:55:00,CJOU214760232,False
1204,30,002,2024-04-30,13,16,1,2024-04-30 13:16:00,CJOU214760220,False
1211,31,002,2024-04-01,14,12,1,2024-04-01 14:12:00,CJOU214760220,False
1212,31,002,2024-04-02,14,0,0,2024-04-02 14:00:00,CJOU214760232,False
1213,31,002,2024-04-03,6,8,1,2024-04-03 06:08:00,CJOU214760220,False
1214,31,002,2024-04-03,6,11,0,2024-04-03 06:11:00,CJOU214760232,False
1215,31,002,2024-04-03,14,11,1,2024-04-03 14:11:00,CJOU214760220,False
1216,31,002,2024-04-04,13,59,0,2024-04-04 13:59:00,CJOU214760232,False
1217,31,002,2024-04-05,6,8,1,2024-04-05 06:08:00,CJOU214760220,False
1218,31,002,2024-04-05,6,10,0,2024-04-05 06:10:00,CJOU214760232,False
1219,31,002,2024-04-05,14,12,1,2024-04-05 14:12:00,CJOU214760220,False
1220,31,002,2024-04-06,13,59,0,2024-04-06 13:59:00,CJOU214760232,False
1221,31,002,2024-04-07,6,8,1,2024-04-07 06:08:00,CJOU214760220,False
1222,31,002,2024-04-07,6,10,0,2024-04-07 06:10:00,CJOU214760232,False
1223,31,002,2024-04-08,5,54,1,2024-04-08 05:54:00,CJOU214760220,False
1224,31,002,2024-04-08,5,56,0,2024-04-08 05:56:00,CJOU214760232,False
1225,31,002,2024-04-08,14,11,1,2024-04-08 14:11:00,CJOU214760220,False
1226,31,002,2024-04-09,18,9,0,2024-04-09 18:09:00,CJOU214760232,False
1227,31,002,2024-04-10,5,58,1,2024-04-10 05:58:00,CJOU214760220,False
1228,31,002,2024-04-11,14,7,0,2024-04-11 14:07:00,CJOU214760232,False
1229,31,002,2024-04-12,6,1,1,2024-04-12 06:01:00,CJOU214760220,False
1230,31,002,2024-04-12,6,3,0,2024-04-12 06:03:00,CJOU214760232,False
1231,31,002,2024-04-12,13,50,1,2024-04-12 13:50:00,CJOU214760220,False
1232,31,002,2024-04-13,14,1,0,2024-04-13 14:01:00,CJOU214760232,False
1233,31,002,2024-04-14,6,10,1,2024-04-14 06:10:00,CJOU214760220,False
1234,31,002,2024-04-14,6,12,0,2024-04-14 06:12:00,CJOU214760232,False
1235,31,002,2024-04-14,13,55,1,2024-04-14 13:55:00,CJOU214760220,False
1236,31,002,2024-04-15,14,1,0,2024-04-15 14:01:00,CJOU214760232,False
1237,31,002,2024-04-16,5,57,1,2024-04-16 05:57:00,CJOU214760220,False
1238,31,002,2024-04-16,5,59,0,2024-04-16 05:59:00,CJOU214760232,False
1239,31,002,2024-04-16,14,59,1,2024-04-16 14:59:00,CJOU214760220,False
1240,31,002,2024-04-17,9,6,0,2024-04-17 09:06:00,CJOU214760232,False
1241,31,002,2024-04-17,21,28,1,2024-04-17 21:28:00,CJOU214760220,False
1242,31,002,2024-04-18,9,4,0,2024-04-18 09:04:00,CJOU214760232,False
1243,31,002,2024-04-19,6,7,1,2024-04-19 06:07:00,CJOU214760220,False
1244,31,002,2024-04-19,6,9,0,2024-04-19 06:09:00,CJOU214760232,False
1245,31,002,2024-04-19,14,10,1,2024-04-19 14:10:00,CJOU214760220,False
1246,31,002,2024-04-20,14,41,1,2024-04-20 14:41:00,CJOU214760220,False
1247,31,002,2024-04-20,14,52,0,2024-04-20 14:52:00,CJOU214760232,False
1248,31,002,2024-04-21,7,44,1,2024-04-21 07:44:00,CJOU214760220,False
1250,31,002,2024-04-21,13,47,1,2024-04-21 13:47:00,CJOU214760220,False
1251,31,002,2024-04-22,13,38,0,2024-04-22 13:38:00,CJOU214760232,False
1252,31,002,2024-04-23,6,6,1,2024-04-23 06:06:00,CJOU214760220,False
1253,31,002,2024-04-23,6,7,0,2024-04-23 06:07:00,CJOU214760232,False
1254,31,002,2024-04-24,5,53,1,2024-04-24 05:53:00,CJOU214760220,False
1255,31,002,2024-04-24,5,55,0,2024-04-24 05:55:00,CJOU214760232,False
1256,31,002,2024-04-24,14,10,1,2024-04-24 14:10:00,CJOU214760220,False
1257,31,002,2024-04-25,13,59,0,2024-04-25 13:59:00,CJOU214760232,False
1258,31,002,2024-04-26,5,59,1,2024-04-26 05:59:00,CJOU214760220,False
1259,31,002,2024-04-26,6,2,0,2024-04-26 06:02:00,CJOU214760232,False
1260,31,002,2024-04-26,14,8,1,2024-04-26 14:08:00,CJOU214760220,False
1261,31,002,2024-04-27,6,7,0,2024-04-27 06:07:00,CJOU214760232,False
1262,31,002,2024-04-27,14,9,1,2024-04-27 14:09:00,CJOU214760220,False
1263,31,002,2024-04-28,13,58,0,2024-04-28 13:58:00,CJOU214760232,False
1264,31,002,2024-04-29,6,17,1,2024-04-29 06:17:00,CJOU214760220,False
1265,31,002,2024-04-29,6,18,0,2024-04-29 06:18:00,CJOU214760232,False
1266,31,002,2024-04-29,14,14,1,2024-04-29 14:14:00,CJOU214760220,False
1267,31,002,2024-04-30,14,2,0,2024-04-30 14:02:00,CJOU214760232,False
1272,33,002,2024-04-01,14,0,0,2024-04-01 14:00:00,CJOU214760232,False
1273,33,002,2024-04-01,17,46,1,2024-04-01 17:46:00,CJOU214760220,False
1274,33,002,2024-04-03,21,59,0,2024-04-03 21:59:00,CJOU214760232,False
1275,33,002,2024-04-04,6,1,1,2024-04-04 06:01:00,CJOU214760220,False
1276,33,002,2024-04-04,22,1,0,2024-04-04 22:01:00,CJOU214760232,False
1277,33,002,2024-04-05,6,6,1,2024-04-05 06:06:00,CJOU214760220,False
1279,33,002,2024-04-05,14,11,1,2024-04-05 14:11:00,CJOU214760220,False
1280,33,002,2024-04-06,22,2,0,2024-04-06 22:02:00,CJOU214760232,False
